Code,Metric,Year,Value
GAB,rgdpe,1990,9088.370117
GAB,pop,1990,0.949488
GAB,rgdpe,2000,13194.67969
GAB,pop,2000,1.22836
GAB,rgdpe,2010,24002.44531
GAB,pop,2010,1.62414
GAB,rgdpe,2019,33363.59766
GAB,pop,2019,2.172579
GBR,rgdpe,1960,672817.9375
GBR,pop,1960,52.31688549
GBR,rgdpe,1970,905935.375
GBR,pop,1970,55.573453
GBR,rgdpe,1980,1201675.125
GBR,pop,1980,56.209171
GBR,rgdpe,1990,1439636.25
GBR,pop,1990,57.134391
GBR,rgdpe,2000,2101090
GBR,pop,2000,58.923309
GBR,rgdpe,2010,2546650.5
GBR,pop,2010,63.459808
GBR,rgdpe,2019,3118860.25
GBR,pop,2019,67.530172
GEO,rgdpe,1990,64977.89453
GEO,pop,1990,5.410399
GEO,rgdpe,2000,15579.99121
GEO,pop,2000,4.362187
GEO,rgdpe,2010,32879.27734
GEO,pop,2010,4.099099
GEO,rgdpe,2019,59378.48047
GEO,pop,2019,3.996765
GHA,rgdpe,1960,30492.67383
GHA,pop,1960,6.915965969
GHA,rgdpe,1970,39342.66016
GHA,pop,1970,8.735495
GHA,rgdpe,1980,38946.48438
GHA,pop,1980,11.056116
GHA,rgdpe,1990,43327.4375
GHA,pop,1990,14.773277
GHA,rgdpe,2000,62272.60547
GHA,pop,2000,19.278856
GHA,rgdpe,2010,105865.9609
GHA,pop,2010,24.779619
GHA,rgdpe,2019,168736.0156
GHA,pop,2019,30.417856
GIN,rgdpe,1960,10932.20898
GIN,pop,1960,3.450718414
GIN,rgdpe,1970,11724.28516
GIN,pop,1970,4.154605
GIN,rgdpe,1980,16006.54883
GIN,pop,1980,4.871435
GIN,rgdpe,1990,20215.92773
GIN,pop,1990,6.352283
GIN,rgdpe,2000,21613.30273
GIN,pop,2000,8.24073
GIN,rgdpe,2010,19251.89063
GIN,pop,2010,10.192176
GIN,rgdpe,2019,29381.13086
GIN,pop,2019,12.771246
GMB,rgdpe,1960,954.6820068
GMB,pop,1960,0.337303416
GMB,rgdpe,1970,1427.410645
GMB,pop,1970,0.46441
GMB,rgdpe,1980,1798.516968
GMB,pop,1980,0.637246
GMB,rgdpe,1990,2722.9729
GMB,pop,1990,0.955593
GMB,rgdpe,2000,3720.612061
GMB,pop,2000,1.317703
GMB,rgdpe,2010,4961.330078
GMB,pop,2010,1.793196
GMB,rgdpe,2019,5115.242676
GMB,pop,2019,2.347706
GNB,rgdpe,1960,701.5158081
GNB,pop,1960,0.701143845
GNB,rgdpe,1970,1083.267212
GNB,pop,1970,0.704939
GNB,rgdpe,1980,1312.087402
GNB,pop,1980,0.781677
GNB,rgdpe,1990,1557.112183
GNB,pop,1990,0.975261
GNB,rgdpe,2000,2078.907471
GNB,pop,2000,1.201301
GNB,rgdpe,2010,2138.81958
GNB,pop,2010,1.522599
GNB,rgdpe,2019,3262.810791
GNB,pop,2019,1.920922
GNQ,rgdpe,1960,371.7810059
GNQ,pop,1960,0.274118274
GNQ,rgdpe,1970,520.3181763
GNQ,pop,1970,0.303982
GNQ,rgdpe,1980,498.4045105
GNQ,pop,1980,0.249929
GNQ,rgdpe,1990,882.487793
GNQ,pop,1990,0.419188
GNQ,rgdpe,2000,6651.82666
GNQ,pop,2000,0.606181
GNQ,rgdpe,2010,27022.58008
GNQ,pop,2010,0.943639
GNQ,rgdpe,2019,30101.5332
GNQ,pop,2019,1.355986
GRC,rgdpe,1960,43579.86719
GRC,pop,1960,8.205010659
GRC,rgdpe,1970,97685.53906
GRC,pop,1970,8.663571
GRC,rgdpe,1980,146212.8125
GRC,pop,1980,9.627002
GRC,rgdpe,1990,181316.875
GRC,pop,1990,10.225992
GRC,rgdpe,2000,281156.625
GRC,pop,2000,11.082104
GRC,rgdpe,2010,347685.7188
GRC,pop,2010,10.887637
GRC,rgdpe,2019,302205.375
GRC,pop,2019,10.473455
GRD,rgdpe,1970,178.7982025
GRD,pop,1970,0.094475
GRD,rgdpe,1980,284.6000671
GRD,pop,1980,0.089032
GRD,rgdpe,1990,485.6175537
GRD,pop,1990,0.096331
GRD,rgdpe,2000,822.1656494
GRD,pop,2000,0.102833
GRD,rgdpe,2010,1188.258057
GRD,pop,2010,0.106233
GRD,rgdpe,2019,1803.433472
GRD,pop,2019,0.112003
GTM,rgdpe,1960,10876.60059
GTM,pop,1960,4.378204277
GTM,rgdpe,1970,18101.77734
GTM,pop,1970,5.621792
GTM,rgdpe,1980,29064.13672
GTM,pop,1980,7.283459
GTM,rgdpe,1990,35277.75391
GTM,pop,1990,9.263813
GTM,rgdpe,2000,59594.91016
GTM,pop,2000,11.650743
GTM,rgdpe,2010,98349.35156
GTM,pop,2010,14.630417
GTM,rgdpe,2019,139249.2344
GTM,pop,2019,17.581472
GUY,rgdpe,1970,2519.016846
GUY,pop,1970,0.704934
GUY,rgdpe,1980,3066.956299
GUY,pop,1980,0.780153
GUY,rgdpe,1990,2135.169189
GUY,pop,1990,0.743309
GUY,rgdpe,2000,3501.139404
GUY,pop,2000,0.746715
GUY,rgdpe,2010,7178.980957
GUY,pop,2010,0.749436
GUY,rgdpe,2019,10436.625
GUY,pop,2019,0.782766
HKG,rgdpe,1960,12401.98145
HKG,pop,1960,2.989794282
HKG,rgdpe,1970,32455.01172
HKG,pop,1970,3.848924
HKG,rgdpe,1980,80532.67969
HKG,pop,1980,4.868742
HKG,rgdpe,1990,151065.3125
HKG,pop,1990,5.727938
HKG,rgdpe,2000,256764.9063
HKG,pop,2000,6.606327
HKG,rgdpe,2010,369541.6875
HKG,pop,2010,6.966331
HKG,rgdpe,2019,440613.0938
HKG,pop,2019,7.436154
HND,rgdpe,1960,4271.469727
HND,pop,1960,1.920526005
HND,rgdpe,1970,6629.451172
HND,pop,1970,2.716654
HND,rgdpe,1980,11332.83984
HND,pop,1980,3.678279
HND,rgdpe,1990,15026.66797
HND,pop,1990,4.955303
HND,rgdpe,2000,21561.64453
HND,pop,2000,6.574509
HND,rgdpe,2010,33100.40625
HND,pop,2010,8.31747
HND,rgdpe,2019,51621.15234
HND,pop,2019,9.746117
HRV,rgdpe,1990,64438.08594
HRV,pop,1990,4.776374
HRV,rgdpe,2000,58369.64453
HRV,pop,2000,4.428075
HRV,rgdpe,2010,95732.08594
HRV,pop,2010,4.328165
HRV,rgdpe,2019,113617.3828
HRV,pop,2019,4.130304
HTI,rgdpe,1960,5095.761719
HTI,pop,1960,3.807085802
HTI,rgdpe,1970,5837.832031
HTI,pop,1970,4.67623
HTI,rgdpe,1980,9681.341797
HTI,pop,1980,5.643173
HTI,rgdpe,1990,9458.847656
HTI,pop,1990,7.037917
HTI,rgdpe,2000,16459.25781
HTI,pop,2000,8.463806
HTI,rgdpe,2010,15702.79395
HTI,pop,2010,9.949322
HTI,rgdpe,2019,17246.33398
HTI,pop,2019,11.263077
HUN,rgdpe,1970,62733.97266
HUN,pop,1970,10.366105
HUN,rgdpe,1980,124026.7188
HUN,pop,1980,10.754286
HUN,rgdpe,1990,143517.8594
HUN,pop,1990,10.377137
HUN,rgdpe,2000,169296.2813
HUN,pop,2000,10.220507
HUN,rgdpe,2010,249058.9375
HUN,pop,2010,9.92737
HUN,rgdpe,2019,322113.9688
HUN,pop,2019,9.684679
IDN,rgdpe,1960,96772.73438
IDN,pop,1960,94.47303971
IDN,rgdpe,1970,123425.2031
IDN,pop,1970,115.364743
IDN,rgdpe,1980,359357.25
IDN,pop,1980,148.047741
IDN,rgdpe,1990,629507
IDN,pop,1990,182.151216
IDN,rgdpe,2000,872229.1875
IDN,pop,2000,211.513823
IDN,rgdpe,2010,1977035.375
IDN,pop,2010,241.834215
IDN,rgdpe,2019,3104751.75
IDN,pop,2019,270.625568
IND,rgdpe,1960,512763.3438
IND,pop,1960,446.4394577
IND,rgdpe,1970,793833.9375
IND,pop,1970,555.189792
IND,rgdpe,1980,889489.875
IND,pop,1980,698.952844
IND,rgdpe,1990,1230532.75
IND,pop,1990,873.277798
IND,rgdpe,2000,2232218
IND,pop,2000,1056.575549
IND,rgdpe,2010,5399084
IND,pop,2010,1234.28117
IND,rgdpe,2019,8946950
IND,pop,2019,1366.417754
IRL,rgdpe,1960,19726.4668
IRL,pop,1960,2.791989585
IRL,rgdpe,1970,29829.32227
IRL,pop,1970,2.908421
IRL,rgdpe,1980,48693.35156
IRL,pop,1980,3.384756
IRL,rgdpe,1990,68910.15625
IRL,pop,1990,3.510885
IRL,rgdpe,2000,150191.875
IRL,pop,2000,3.783103
IRL,rgdpe,2010,216926.6875
IRL,pop,2010,4.554321
IRL,rgdpe,2019,499822.0938
IRL,pop,2019,4.882495
IRN,rgdpe,1960,59818.53906
IRN,pop,1960,21.29344979
IRN,rgdpe,1970,116457.0625
IRN,pop,1970,28.513866
IRN,rgdpe,1980,162242.2188
IRN,pop,1980,38.650246
IRN,rgdpe,1990,187174.9531
IRN,pop,1990,56.366217
IRN,rgdpe,2000,548716.1875
IRN,pop,2000,65.623405
IRN,rgdpe,2010,1415397.125
IRN,pop,2010,73.762519
IRN,rgdpe,2019,1082813.375
IRN,pop,2019,82.913906
IRQ,rgdpe,1970,50400.42188
IRQ,pop,1970,9.917983
IRQ,rgdpe,1980,146651.1719
IRQ,pop,1980,13.653354
IRQ,rgdpe,1990,128504.9219
IRQ,pop,1990,17.419113
IRQ,rgdpe,2000,181068.375
IRQ,pop,2000,23.497585
IRQ,rgdpe,2010,384927.375
IRQ,pop,2010,29.741976
IRQ,rgdpe,2019,451402.8125
IRQ,pop,2019,39.309783
ISL,rgdpe,1960,2112.18042
ISL,pop,1960,0.176137439
ISL,rgdpe,1970,3646.866455
ISL,pop,1970,0.204426
ISL,rgdpe,1980,6823.806641
ISL,pop,1980,0.228262
ISL,rgdpe,1990,8509.251953
ISL,pop,1990,0.255043
ISL,rgdpe,2000,11652.21777
ISL,pop,2000,0.280435
ISL,rgdpe,2010,13836.25684
ISL,pop,2010,0.320328
ISL,rgdpe,2019,19884.19727
ISL,pop,2019,0.339031
ISR,rgdpe,1960,19779.08594
ISR,pop,1960,2.075345713
ISR,rgdpe,1970,42026
ISR,pop,1970,2.813749
ISR,rgdpe,1980,66005.92188
ISR,pop,1980,3.700919
ISR,rgdpe,1990,104465.8125
ISR,pop,1990,4.448353
ISR,rgdpe,2000,217741.9219
ISR,pop,2000,5.94595
ISR,rgdpe,2010,249378.5469
ISR,pop,2010,7.346446
ISR,rgdpe,2019,363976.0938
ISR,pop,2019,8.519377
ITA,rgdpe,1960,391324.6875
ITA,pop,1960,50.06464543
ITA,rgdpe,1970,735675.0625
ITA,pop,1970,53.518969
ITA,rgdpe,1980,1234947
ITA,pop,1980,56.349349
ITA,rgdpe,1990,1560867.375
ITA,pop,1990,57.048236
ITA,rgdpe,2000,2081366.75
ITA,pop,2000,56.692178
ITA,rgdpe,2010,2336097.75
ITA,pop,2010,59.325229
ITA,rgdpe,2019,2508439
ITA,pop,2019,60.550075
JAM,rgdpe,1960,8761.588867
JAM,pop,1960,1.574577136
JAM,rgdpe,1970,13283.27148
JAM,pop,1970,1.875642
JAM,rgdpe,1980,10380.43359
JAM,pop,1980,2.162846
JAM,rgdpe,1990,12548.78516
JAM,pop,1990,2.419906
JAM,rgdpe,2000,16301.7627
JAM,pop,2000,2.654701
JAM,rgdpe,2010,21835.8125
JAM,pop,2010,2.81046
JAM,rgdpe,2019,26373.88281
JAM,pop,2019,2.948279
JOR,rgdpe,1960,2769.180664
JOR,pop,1960,0.971795191
JOR,rgdpe,1970,5039.358887
JOR,pop,1970,1.721323
JOR,rgdpe,1980,10319.55957
JOR,pop,1980,2.377995
JOR,rgdpe,1990,12097.38867
JOR,pop,1990,3.56589
JOR,rgdpe,2000,20274.78125
JOR,pop,2000,5.122493
JOR,rgdpe,2010,70298.3125
JOR,pop,2010,7.261539
JOR,rgdpe,2019,102977.1953
JOR,pop,2019,10.101694
JPN,rgdpe,1960,550733.125
JPN,pop,1960,94.61850335
JPN,rgdpe,1970,1472470.625
JPN,pop,1970,104.929251
JPN,rgdpe,1980,2474065
JPN,pop,1980,117.81694
JPN,rgdpe,1990,3552290.75
JPN,pop,1990,124.50524
JPN,rgdpe,2000,4696244
JPN,pop,2000,127.524174
JPN,rgdpe,2010,4967960
JPN,pop,2010,128.542353
JPN,rgdpe,2019,5027866.5
JPN,pop,2019,126.860301
KAZ,rgdpe,1990,198404.1406
KAZ,pop,1990,16.383887
KAZ,rgdpe,2000,101379.8828
KAZ,pop,2000,14.922719
KAZ,rgdpe,2010,326533.6563
KAZ,pop,2010,16.252279
KAZ,rgdpe,2019,533421.125
KAZ,pop,2019,18.551427
KEN,rgdpe,1960,15368.33496
KEN,pop,1960,8.19614338
KEN,rgdpe,1970,22249.58398
KEN,pop,1970,11.301394
KEN,rgdpe,1980,36197.69531
KEN,pop,1980,16.417197
KEN,rgdpe,1990,52275.82813
KEN,pop,1990,23.724579
KEN,rgdpe,2000,65749.01563
KEN,pop,2000,31.964557
KEN,rgdpe,2010,103731.2188
KEN,pop,2010,42.030676
KEN,rgdpe,2019,217540.9531
KEN,pop,2019,52.573973
KGZ,rgdpe,1990,36005.89844
KGZ,pop,1990,4.372885
KGZ,rgdpe,2000,10941.25879
KGZ,pop,2000,4.920712
KGZ,rgdpe,2010,16587.12305
KGZ,pop,2010,5.422293
KGZ,rgdpe,2019,32170.68164
KGZ,pop,2019,6.41585
KHM,rgdpe,1970,12450.30176
KHM,pop,1970,6.996576
KHM,rgdpe,1980,5955.293457
KHM,pop,1980,6.693764
KHM,rgdpe,1990,10327.92188
KHM,pop,1990,8.975597
KHM,rgdpe,2000,17189.0332
KHM,pop,2000,12.155239
KHM,rgdpe,2010,36866.86328
KHM,pop,2010,14.312212
KHM,rgdpe,2019,69460.27344
KHM,pop,2019,16.486542
KNA,rgdpe,1970,142.115387
KNA,pop,1970,0.044883
KNA,rgdpe,1980,290.1729736
KNA,pop,1980,0.043205
KNA,rgdpe,1990,437.1575317
KNA,pop,1990,0.040259
KNA,rgdpe,2000,707.8192749
KNA,pop,2000,0.044074
KNA,rgdpe,2010,1116.111572
KNA,pop,2010,0.049016
KNA,rgdpe,2019,1457.079834
KNA,pop,2019,0.052823
KOR,rgdpe,1960,30312.23633
KOR,pop,1960,24.74930137
KOR,rgdpe,1970,69873.51563
KOR,pop,1970,32.195681
KOR,rgdpe,1980,193919.625
KOR,pop,1980,38.045607
KOR,rgdpe,1990,565131.625
KOR,pop,1990,42.918419
KOR,rgdpe,2000,1150253.25
KOR,pop,2000,47.379241
KOR,rgdpe,2010,1756234.25
KOR,pop,2010,49.545636
KOR,rgdpe,2019,2090848.25
KOR,pop,2019,51.225308
KWT,rgdpe,1970,25963.93164
KWT,pop,1970,0.74445
KWT,rgdpe,1980,97514.0625
KWT,pop,1980,1.368677
KWT,rgdpe,1990,45857.34375
KWT,pop,1990,2.095344
KWT,rgdpe,2000,82190.125
KWT,pop,2000,2.045123
KWT,rgdpe,2010,212985.0781
KWT,pop,2010,2.991884
KWT,rgdpe,2019,235328.9063
KWT,pop,2019,4.207083
LAO,rgdpe,1970,1959.36084
LAO,pop,1970,2.688428
LAO,rgdpe,1980,2803.995361
LAO,pop,1980,3.258144
LAO,rgdpe,1990,5386.828125
LAO,pop,1990,4.258472
LAO,rgdpe,2000,9498.259766
LAO,pop,2000,5.3237
LAO,rgdpe,2010,25383.67773
LAO,pop,2010,6.249165
LAO,rgdpe,2019,52758.46484
LAO,pop,2019,7.169455
LBN,rgdpe,1970,14920.82422
LBN,pop,1970,2.297434
LBN,rgdpe,1980,12666.15723
LBN,pop,1980,2.588929
LBN,rgdpe,1990,11399.9873
LBN,pop,1990,2.803044
LBN,rgdpe,2000,25615.20508
LBN,pop,2000,3.842778
LBN,rgdpe,2010,80917.375
LBN,pop,2010,4.953061
LBN,rgdpe,2019,100245.5703
LBN,pop,2019,6.855713
LBR,rgdpe,1970,3908.310059
LBR,pop,1970,1.40073
LBR,rgdpe,1980,4409.583496
LBR,pop,1980,1.853001
LBR,rgdpe,1990,1945.586426
LBR,pop,1990,2.075912
LBR,rgdpe,2000,2721.081787
LBR,pop,2000,2.848456
LBR,rgdpe,2010,3007.45874
LBR,pop,2010,3.891356
LBR,rgdpe,2019,6061.708008
LBR,pop,2019,4.937374
LCA,rgdpe,1970,390.1228943
LCA,pop,1970,0.104015
LCA,rgdpe,1980,771.9418945
LCA,pop,1980,0.117822
LCA,rgdpe,1990,1281.18689
LCA,pop,1990,0.13802
LCA,rgdpe,2000,1534.567139
LCA,pop,2000,0.156729
LCA,rgdpe,2010,2257.518799
LCA,pop,2010,0.174085
LCA,rgdpe,2019,2766.519043
LCA,pop,2019,0.18279
LKA,rgdpe,1960,29706.83594
LKA,pop,1960,9.809017862
LKA,rgdpe,1970,40917.38672
LKA,pop,1970,12.48574
LKA,rgdpe,1980,33300.30859
LKA,pop,1980,15.035834
LKA,rgdpe,1990,55256.36719
LKA,pop,1990,17.325773
LKA,rgdpe,2000,90441.21875
LKA,pop,2000,18.777601
LKA,rgdpe,2010,181280.125
LKA,pop,2010,20.261737
LKA,rgdpe,2019,271103.5938
LKA,pop,2019,21.323733
LSO,rgdpe,1960,723.0742188
LSO,pop,1960,0.827809606
LSO,rgdpe,1970,1191.934082
LSO,pop,1970,1.028926
LSO,rgdpe,1980,1860.770752
LSO,pop,1980,1.340255
LSO,rgdpe,1990,2368.909668
LSO,pop,1990,1.703747
LSO,rgdpe,2000,3646.310059
LSO,pop,2000,2.032804
LSO,rgdpe,2010,4918.770996
LSO,pop,2010,1.995581
LSO,rgdpe,2019,5520.53125
LSO,pop,2019,2.125268
LTU,rgdpe,1990,53616.41406
LTU,pop,1990,3.696035
LTU,rgdpe,2000,42341.03516
LTU,pop,2000,3.501839
LTU,rgdpe,2010,70415.39844
LTU,pop,2010,3.123816
LTU,rgdpe,2019,103471.3359
LTU,pop,2019,2.759627
LUX,rgdpe,1960,6533.652832
LUX,pop,1960,0.314426273
LUX,rgdpe,1970,9411.442383
LUX,pop,1970,0.339668
LUX,rgdpe,1980,12092.01953
LUX,pop,1980,0.364038
LUX,rgdpe,1990,17540.80859
LUX,pop,1990,0.381791
LUX,rgdpe,2000,32183.79297
LUX,pop,2000,0.436103
LUX,rgdpe,2010,47451.63281
LUX,pop,2010,0.507889
LUX,rgdpe,2019,69540.71875
LUX,pop,2019,0.615729
LVA,rgdpe,1990,44950.01172
LVA,pop,1990,2.664439
LVA,rgdpe,2000,26469.18555
LVA,pop,2000,2.384164
LVA,rgdpe,2010,41971.08594
LVA,pop,2010,2.118861
LVA,rgdpe,2019,59908.3125
LVA,pop,2019,1.906743
MAC,rgdpe,1970,1762.646484
MAC,pop,1970,0.246194
MAC,rgdpe,1980,3780.402588
MAC,pop,1980,0.238071
MAC,rgdpe,1990,9127.772461
MAC,pop,1990,0.343808
MAC,rgdpe,2000,13199.30469
MAC,pop,2000,0.427782
MAC,rgdpe,2010,50980.02734
MAC,pop,2010,0.538219
MAC,rgdpe,2019,67461.19531
MAC,pop,2019,0.640445
MAR,rgdpe,1960,18757.46289
MAR,pop,1960,12.49797509
MAR,rgdpe,1970,36613.9375
MAR,pop,1970,16.004731
MAR,rgdpe,1980,57962.1875
MAR,pop,1980,19.990012
MAR,rgdpe,1990,107730.5391
MAR,pop,1990,24.807462
MAR,rgdpe,2000,137326.5313
MAR,pop,2000,28.793679
MAR,rgdpe,2010,211201.25
MAR,pop,2010,32.343389
MAR,rgdpe,2019,281730.2813
MAR,pop,2019,36.471769
MDA,rgdpe,1990,28885.82422
MDA,pop,1990,4.365564
MDA,rgdpe,2000,9804.860352
MDA,pop,2000,4.202658
MDA,rgdpe,2010,18924.52148
MDA,pop,2010,4.086081
MDA,rgdpe,2019,35112.90625
MDA,pop,2019,4.043263
MDG,rgdpe,1960,8829.109375
MDG,pop,1960,5.328312919
MDG,rgdpe,1970,12888.41504
MDG,pop,1970,6.576305
MDG,rgdpe,1980,13091.11719
MDG,pop,1980,8.716553
MDG,rgdpe,1990,15815.63477
MDG,pop,1990,11.598633
MDG,rgdpe,2000,19891.47266
MDG,pop,2000,15.766806
MDG,rgdpe,2010,32598.82422
MDG,pop,2010,21.15164
MDG,rgdpe,2019,40383.02344
MDG,pop,2019,26.969307
MDV,rgdpe,1970,196.7098999
MDV,pop,1970,0.115691
MDV,rgdpe,1980,447.9853821
MDV,pop,1980,0.158272
MDV,rgdpe,1990,1121.684082
MDV,pop,1990,0.223158
MDV,rgdpe,2000,2337.265381
MDV,pop,2000,0.279398
MDV,rgdpe,2010,4962.441406
MDV,pop,2010,0.365734
MDV,rgdpe,2019,10161.08594
MDV,pop,2019,0.530953
MEX,rgdpe,1960,243626.5625
MEX,pop,1960,37.64166529
MEX,rgdpe,1970,458538.4688
MEX,pop,1970,51.493565
MEX,rgdpe,1980,944717.9375
MEX,pop,1980,67.761372
MEX,rgdpe,1990,1014926.188
MEX,pop,1990,83.943132
MEX,rgdpe,2000,1471050.125
MEX,pop,2000,98.899845
MEX,rgdpe,2010,1920153.25
MEX,pop,2010,114.092963
MEX,rgdpe,2019,2463229.25
MEX,pop,2019,127.575529
MKD,rgdpe,1990,12409.08691
MKD,pop,1990,1.996228
MKD,rgdpe,2000,15389.58594
MKD,pop,2000,2.034819
MKD,rgdpe,2010,25225.32422
MKD,pop,2010,2.070741
MKD,rgdpe,2019,33641.72656
MKD,pop,2019,2.083459
MLI,rgdpe,1960,3121.203613
MLI,pop,1960,4.821328264
MLI,rgdpe,1970,3888.04541
MLI,pop,1970,5.949045
MLI,rgdpe,1980,4750.255859
MLI,pop,1980,7.090126
MLI,rgdpe,1990,6139.581055
MLI,pop,1990,8.449913
MLI,rgdpe,2000,14442.66895
MLI,pop,2000,10.946445
MLI,rgdpe,2010,27863.06445
MLI,pop,2010,15.049353
MLI,rgdpe,2019,47401.60547
MLI,pop,2019,19.658031
MLT,rgdpe,1960,761.605957
MLT,pop,1960,0.330066139
MLT,rgdpe,1970,1257.645874
MLT,pop,1970,0.320545
MLT,rgdpe,1980,3527.781494
MLT,pop,1980,0.331497
MLT,rgdpe,1990,5353.933594
MLT,pop,1990,0.362015
MLT,rgdpe,2000,9705.713867
MLT,pop,2000,0.393645
MLT,rgdpe,2010,12921.21191
MLT,pop,2010,0.414253
MLT,rgdpe,2019,22349.5918
MLT,pop,2019,0.440372
MMR,rgdpe,1970,19157.12891
MMR,pop,1970,27.269069
MMR,rgdpe,1980,28544.23828
MMR,pop,1980,34.224313
MMR,rgdpe,1990,30949.34766
MMR,pop,1990,41.335199
MMR,rgdpe,2000,50997.83203
MMR,pop,2000,46.719701
MMR,rgdpe,2010,187159.9063
MMR,pop,2010,50.600818
MMR,rgdpe,2019,260463.5313
MMR,pop,2019,54.04542
MNE,rgdpe,1990,6700.646973
MNE,pop,1990,0.615002
MNE,rgdpe,2000,4849.416016
MNE,pop,2000,0.613559
MNE,rgdpe,2010,9343.958984
MNE,pop,2010,0.624275
MNE,rgdpe,2019,12905.89844
MNE,pop,2019,0.627987
MNG,rgdpe,1970,1745.085205
MNG,pop,1970,1.278825
MNG,rgdpe,1980,3255.958008
MNG,pop,1980,1.689622
MNG,rgdpe,1990,8198.825195
MNG,pop,1990,2.184145
MNG,rgdpe,2000,7170.057617
MNG,pop,2000,2.397418
MNG,rgdpe,2010,21954.68359
MNG,pop,2010,2.719896
MNG,rgdpe,2019,41385.04297
MNG,pop,2019,3.225167
MOZ,rgdpe,1960,4548.310059
MOZ,pop,1960,7.246053369
MOZ,rgdpe,1970,6985.280273
MOZ,pop,1970,9.022741
MOZ,rgdpe,1980,9966.191406
MOZ,pop,1980,11.630194
MOZ,rgdpe,1990,8399.894531
MOZ,pop,1990,12.987292
MOZ,rgdpe,2000,13995.97852
MOZ,pop,2000,17.711927
MOZ,rgdpe,2010,26384.67969
MOZ,pop,2010,23.531574
MOZ,rgdpe,2019,35523.82422
MOZ,pop,2019,30.366036
MRT,rgdpe,1960,1966.880859
MRT,pop,1960,0.993768056
MRT,rgdpe,1970,4682.348633
MRT,pop,1970,1.14678
MRT,rgdpe,1980,6022.779785
MRT,pop,1980,1.54064
MRT,rgdpe,1990,6548.714355
MRT,pop,1990,2.034346
MRT,rgdpe,2000,8443.234375
MRT,pop,2000,2.630219
MRT,rgdpe,2010,14324.86523
MRT,pop,2010,3.494195
MRT,rgdpe,2019,19383.74609
MRT,pop,2019,4.525696
MSR,rgdpe,1970,119.3367996
MSR,pop,1970,0.011534
MSR,rgdpe,1980,174.7333374
MSR,pop,1980,0.011607
MSR,rgdpe,1990,338.5759888
MSR,pop,1990,0.010615
MSR,rgdpe,2000,105.1927261
MSR,pop,2000,0.004929
MSR,rgdpe,2010,105.7587814
MSR,pop,2010,0.004899
MSR,rgdpe,2019,99.14034271
MSR,pop,2019,0.004989
MUS,rgdpe,1960,2732.995117
MUS,pop,1960,0.660774405
MUS,rgdpe,1970,4076.406982
MUS,pop,1970,0.826441
MUS,rgdpe,1980,5952.476563
MUS,pop,1980,0.966031
MUS,rgdpe,1990,11257.15723
MUS,pop,1990,1.055868
MUS,rgdpe,2000,18592.23828
MUS,pop,2000,1.185145
MUS,rgdpe,2010,20575.00977
MUS,pop,2010,1.247955
MUS,rgdpe,2019,29454.60547
MUS,pop,2019,1.269668
MWI,rgdpe,1960,3250.085205
MWI,pop,1960,3.600247004
MWI,rgdpe,1970,5427.556152
MWI,pop,1970,4.703782
MWI,rgdpe,1980,7608.474121
MWI,pop,1980,6.25044
MWI,rgdpe,1990,9676.668945
MWI,pop,1990,9.4045
MWI,rgdpe,2000,10402.24512
MWI,pop,2000,11.148758
MWI,rgdpe,2010,16374.16211
MWI,pop,2010,14.539612
MWI,rgdpe,2019,20365.36914
MWI,pop,2019,18.628747
MYS,rgdpe,1960,24448.11523
MYS,pop,1960,8.34653822
MYS,rgdpe,1970,38368.73047
MYS,pop,1970,10.804131
MYS,rgdpe,1980,99390.875
MYS,pop,1980,13.798085
